"Date","WPU141205"
2003-12-01,100
2004-01-01,NA
2004-02-01,NA
2004-03-01,NA
2004-04-01,NA
2004-05-01,NA
2004-06-01,NA
2004-07-01,100.5
2004-08-01,100.5
2004-09-01,100.6
2004-10-01,100.6
2004-11-01,100.7
2004-12-01,100.9
2005-01-01,101.1
2005-02-01,101.2
2005-03-01,101.1
2005-04-01,101
2005-05-01,101.2
2005-06-01,101.1
2005-07-01,101.4
2005-08-01,101.5
2005-09-01,101.6
2005-10-01,101.6
2005-11-01,101.9
2005-12-01,102.1
2006-01-01,102.4
2006-02-01,102.7
2006-03-01,103.2
2006-04-01,103.9
2006-05-01,103.9
2006-06-01,104.3
2006-07-01,104.8
2006-08-01,105.1
2006-09-01,105.2
2006-10-01,104.9
2006-11-01,105.1
2006-12-01,105.1
2007-01-01,105.2
2007-02-01,105
2007-03-01,105
2007-04-01,105.4
2007-05-01,105.6
2007-06-01,105.8
2007-07-01,105.9
2007-08-01,106
2007-09-01,106
2007-10-01,105.9
2007-11-01,106
2007-12-01,106.1
2008-01-01,106
2008-02-01,106
2008-03-01,105.8
2008-04-01,106.2
2008-05-01,106.5
2008-06-01,106.7
2008-07-01,107.7
2008-08-01,108.1
2008-09-01,108.5
2008-10-01,108.7
2008-11-01,108.7
2008-12-01,108.7
2009-01-01,108.6
2009-02-01,108.3
2009-03-01,108.3
2009-04-01,108.3
2009-05-01,108.4
2009-06-01,108.2
2009-07-01,107.9
2009-08-01,107.7
2009-09-01,107.9
2009-10-01,108.3
2009-11-01,108.2
2009-12-01,108.4
2010-01-01,108.2
2010-02-01,108.3
2010-03-01,108.3
2010-04-01,109.4
2010-05-01,109.3
2010-06-01,109.3
2010-07-01,108.7
2010-08-01,109.5
2010-09-01,109.5
2010-10-01,109.5
2010-11-01,109.5
2010-12-01,109.5
2011-01-01,109.9
2011-02-01,110.3
2011-03-01,110.5
2011-04-01,110.8
2011-05-01,110.9
2011-06-01,111
2011-07-01,111.4
2011-08-01,111.9
2011-09-01,111.5
2011-10-01,111.6
2011-11-01,111.5
2011-12-01,111.5
2012-01-01,111.6
2012-02-01,111.6
2012-03-01,112
2012-04-01,112.1
2012-05-01,112.1
2012-06-01,112.1
2012-07-01,112.2
2012-08-01,112.2
2012-09-01,112.2
2012-10-01,112.3
2012-11-01,112.8
2012-12-01,112.9
2013-01-01,112.9
2013-02-01,112.7
2013-03-01,112.8
2013-04-01,112.7
2013-05-01,112.6
2013-06-01,112.6
2013-07-01,112.6
2013-08-01,112.7
2013-09-01,112.6
2013-10-01,112.5
2013-11-01,112.5
2013-12-01,112.5
2014-01-01,112.7
2014-02-01,112.6
2014-03-01,112.6
2014-04-01,112.5
2014-05-01,112.6
2014-06-01,112.7
2014-07-01,112.7
2014-08-01,112.6
2014-09-01,112.7
2014-10-01,112.8
2014-11-01,112.8
2014-12-01,112.8
2015-01-01,113.2
2015-02-01,113.2
2015-03-01,113.1
2015-04-01,113.1
2015-05-01,112.8
2015-06-01,112.9
2015-07-01,112.7
2015-08-01,112.6
2015-09-01,112.6
2015-10-01,112.4
2015-11-01,112.4
2015-12-01,112.4
2016-01-01,112.2
2016-02-01,112
2016-03-01,111.9
2016-04-01,111.9
2016-05-01,111.8
2016-06-01,111.8
2016-07-01,111.8
2016-08-01,111.8
2016-09-01,111.9
2016-10-01,112
2016-11-01,112
2016-12-01,112
2017-01-01,111.7
2017-02-01,111.9
2017-03-01,111.8
2017-04-01,111.9
2017-05-01,112
2017-06-01,112
2017-07-01,112.1
2017-08-01,112.4
2017-09-01,112.5
2017-10-01,112.5
2017-11-01,112.7
2017-12-01,112.7
2018-01-01,113
2018-02-01,113.4
2018-03-01,113.4
2018-04-01,113.5
2018-05-01,113.7
2018-06-01,113.7
2018-07-01,113.9
2018-08-01,113.8
2018-09-01,113.8
2018-10-01,114
2018-11-01,113.9
2018-12-01,114
2019-01-01,114
2019-02-01,113.9
2019-03-01,113.9
2019-04-01,113.8
2019-05-01,113.8
2019-06-01,113.8
2019-07-01,113.9
2019-08-01,113.8
2019-09-01,113.8
2019-10-01,114.1
2019-11-01,114.1
2019-12-01,114
2020-01-01,114.2
2020-02-01,114.1
2020-03-01,114.4
2020-04-01,114.5
2020-05-01,114.7
2020-06-01,114.6
2020-07-01,114.6
2020-08-01,114.6
2020-09-01,114.5
2020-10-01,114.5
2020-11-01,114.5
2020-12-01,114.9
2021-01-01,115.4
2021-02-01,115.9
2021-03-01,116.2
2021-04-01,117.1
2021-05-01,117.5
2021-06-01,117.6
2021-07-01,118.413
2021-08-01,119.006
2021-09-01,119.186
2021-10-01,119.695
2021-11-01,120.482
2021-12-01,120.722
2022-01-01,121.617
2022-02-01,121.874
2022-03-01,122.284
2022-04-01,123.068
2022-05-01,123.285
2022-06-01,123.852
2022-07-01,124.132
2022-08-01,124.791
2022-09-01,125.152
2022-10-01,125.061
2022-11-01,124.927
2022-12-01,125.079
2023-01-01,125.584
2023-02-01,125.513
2023-03-01,125.818
2023-04-01,126.018
2023-05-01,126.289
2023-06-01,126.214
2023-07-01,126.544
2023-08-01,126.581
2023-09-01,126.715
2023-10-01,126.84
2023-11-01,126.945
