"Date","WPU011"
1926-01-01,29.4
1926-02-01,28.9
1926-03-01,28.8
1926-04-01,32.4
1926-05-01,29.7
1926-06-01,28
1926-07-01,24.1
1926-08-01,22.7
1926-09-01,24.4
1926-10-01,26.1
1926-11-01,25.1
1926-12-01,24.2
1927-01-01,25.4
1927-02-01,25
1927-03-01,23.6
1927-04-01,24.3
1927-05-01,28.4
1927-06-01,28.6
1927-07-01,25.6
1927-08-01,26.3
1927-09-01,24.7
1927-10-01,25
1927-11-01,26.8
1927-12-01,25.7
1928-01-01,26.4
1928-02-01,27.5
1928-03-01,28.6
1928-04-01,28.6
1928-05-01,28.3
1928-06-01,26.7
1928-07-01,25.4
1928-08-01,25
1928-09-01,24.6
1928-10-01,22.6
1928-11-01,22
1928-12-01,21.8
1929-01-01,22.5
1929-02-01,21.5
1929-03-01,20.9
1929-04-01,21.3
1929-05-01,22.6
1929-06-01,25.3
1929-07-01,28.1
1929-08-01,29.6
1929-09-01,29.6
1929-10-01,29.3
1929-11-01,28.5
1929-12-01,28.9
1930-01-01,27.6
1930-02-01,27.4
1930-03-01,27.1
1930-04-01,29.8
1930-05-01,30.3
1930-06-01,30.2
1930-07-01,25.5
1930-08-01,23.1
1930-09-01,23.8
1930-10-01,23.8
1930-11-01,21.4
1930-12-01,19
1931-01-01,19.6
1931-02-01,18.6
1931-03-01,18.8
1931-04-01,19.6
1931-05-01,19.8
1931-06-01,20
1931-07-01,19.2
1931-08-01,19
1931-09-01,18.3
1931-10-01,17.3
1931-11-01,16.5
1931-12-01,15.9
1932-01-01,15.5
1932-02-01,15.4
1932-03-01,15.5
1932-04-01,15.5
1932-05-01,15.2
1932-06-01,15.6
1932-07-01,14.9
1932-08-01,13.6
1932-09-01,12.7
1932-10-01,12.5
1932-11-01,12.6
1932-12-01,12.7
1933-01-01,12.9
1933-02-01,12.7
1933-03-01,13.4
1933-04-01,14.5
1933-05-01,14.8
1933-06-01,16.2
1933-07-01,20.1
1933-08-01,18.4
1933-09-01,16.8
1933-10-01,15.4
1933-11-01,15.1
1933-12-01,15.6
1934-01-01,17.2
1934-02-01,18.4
1934-03-01,18.3
1934-04-01,17
1934-05-01,17.1
1934-06-01,17.7
1934-07-01,17
1934-08-01,16.3
1934-09-01,16.2
1934-10-01,16.6
1934-11-01,15.9
1934-12-01,14.9
1935-01-01,15
1935-02-01,15.3
1935-03-01,15.1
1935-04-01,16.5
1935-05-01,16.2
1935-06-01,17.1
1935-07-01,16
1935-08-01,14.7
1935-09-01,14.6
1935-10-01,14.3
1935-11-01,15.7
1935-12-01,15.9
1936-01-01,15.5
1936-02-01,15.5
1936-03-01,16.3
1936-04-01,17.2
1936-05-01,18.6
1936-06-01,22
1936-07-01,21.1
1936-08-01,19.6
1936-09-01,18.1
1936-10-01,18.8
1936-11-01,19.1
1936-12-01,19.3
1937-01-01,21.5
1937-02-01,23.4
1937-03-01,23
1937-04-01,22
1937-05-01,22.2
1937-06-01,22.2
1937-07-01,17.9
1937-08-01,16.1
1937-09-01,15.7
1937-10-01,15.1
1937-11-01,14.8
1937-12-01,13.6
1938-01-01,13.6
1938-02-01,13.4
1938-03-01,13.2
1938-04-01,13.5
1938-05-01,14.1
1938-06-01,15.3
1938-07-01,13.8
1938-08-01,13.6
1938-09-01,14.1
1938-10-01,13.9
1938-11-01,16
1938-12-01,15.5
1939-01-01,15.5
1939-02-01,15.9
1939-03-01,16.2
1939-04-01,16.5
1939-05-01,16.3
1939-06-01,15.8
1939-07-01,15.7
1939-08-01,14.5
1939-09-01,15.8
1939-10-01,14.9
1939-11-01,15.2
1939-12-01,15.8
1940-01-01,15
1940-02-01,14.4
1940-03-01,14.5
1940-04-01,16.9
1940-05-01,18.1
1940-06-01,19.6
1940-07-01,17.9
1940-08-01,16
1940-09-01,15.3
1940-10-01,14.6
1940-11-01,15.1
1940-12-01,15.4
1941-01-01,14.9
1941-02-01,14.7
1941-03-01,15
1941-04-01,15.9
1941-05-01,15.9
1941-06-01,18.7
1941-07-01,17.1
1941-08-01,17.1
1941-09-01,17.3
1941-10-01,18.8
1941-11-01,18.2
1941-12-01,17.9
1942-01-01,19
1942-02-01,20.9
1942-03-01,21.7
1942-04-01,25
1942-05-01,25.3
1942-06-01,27.9
1942-07-01,26.3
1942-08-01,26
1942-09-01,25.6
1942-10-01,25.7
1942-11-01,26.9
1942-12-01,27.7
1943-01-01,27
1943-02-01,29
1943-03-01,31.4
1943-04-01,33.9
1943-05-01,38.7
1943-06-01,40.6
1943-07-01,38.7
1943-08-01,34.7
1943-09-01,31.7
1943-10-01,31.2
1943-11-01,32.3
1943-12-01,32.6
1944-01-01,32.2
1944-02-01,33
1944-03-01,33.9
1944-04-01,34.9
1944-05-01,35
1944-06-01,38.6
1944-07-01,36
1944-08-01,33.6
1944-09-01,31.3
1944-10-01,30.2
1944-11-01,30.6
1944-12-01,31.4
1945-01-01,30.8
1945-02-01,32
1945-03-01,31.3
1945-04-01,33.8
1945-05-01,36.4
1945-06-01,37.5
1945-07-01,36
1945-08-01,34.1
1945-09-01,31.8
1945-10-01,31.4
1945-11-01,33.9
1945-12-01,35.6
1946-01-01,34.5
1946-02-01,35.2
1946-03-01,37
1946-04-01,38.6
1946-05-01,39.3
1946-06-01,37.8
1946-07-01,35.8
1946-08-01,32.6
1946-09-01,30.9
1946-10-01,33.3
1946-11-01,37.1
1946-12-01,35.4
1947-01-01,33.7
1947-02-01,35.4
1947-03-01,38.2
1947-04-01,38.2
1947-05-01,39.3
1947-06-01,37.1
1947-07-01,33.9
1947-08-01,34.5
1947-09-01,34
1947-10-01,33.5
1947-11-01,37.1
1947-12-01,37.2
1948-01-01,38.7
1948-02-01,39.6
1948-03-01,39.5
1948-04-01,42.1
1948-05-01,43.5
1948-06-01,38.2
1948-07-01,36.1
1948-08-01,35.4
1948-09-01,33.8
1948-10-01,33.9
1948-11-01,34.7
1948-12-01,33.9
1949-01-01,37.6
1949-02-01,38.2
1949-03-01,37.8
1949-04-01,40.8
1949-05-01,42.4
1949-06-01,36.7
1949-07-01,36
1949-08-01,34.1
1949-09-01,33
1949-10-01,31.4
1949-11-01,33.8
1949-12-01,33.4
1950-01-01,33
1950-02-01,32.5
1950-03-01,33.3
1950-04-01,35.4
1950-05-01,35.2
1950-06-01,32.8
1950-07-01,34.9
1950-08-01,32.9
1950-09-01,31.5
1950-10-01,30.6
1950-11-01,34.1
1950-12-01,35
1951-01-01,33.2
1951-02-01,35.8
1951-03-01,32.4
1951-04-01,36
1951-05-01,38
1951-06-01,34.5
1951-07-01,33.2
1951-08-01,32.7
1951-09-01,33.9
1951-10-01,35.2
1951-11-01,39.1
1951-12-01,43
1952-01-01,44.4
1952-02-01,41.2
1952-03-01,45.3
1952-04-01,46.6
1952-05-01,47.1
1952-06-01,45.5
1952-07-01,46.9
1952-08-01,45.5
1952-09-01,42.3
1952-10-01,40.8
1952-11-01,41.4
1952-12-01,41
1953-01-01,39.2
1953-02-01,37.4
1953-03-01,38.7
1953-04-01,39.1
1953-05-01,38.5
1953-06-01,40.2
1953-07-01,34.7
1953-08-01,35.8
1953-09-01,35.1
1953-10-01,34.5
1953-11-01,34.5
1953-12-01,32.8
1954-01-01,33.3
1954-02-01,32.8
1954-03-01,32.8
1954-04-01,35.6
1954-05-01,38.2
1954-06-01,35.4
1954-07-01,40.6
1954-08-01,39.6
1954-09-01,36.5
1954-10-01,37.3
1954-11-01,37.8
1954-12-01,35.4
1955-01-01,38.5
1955-02-01,38
1955-03-01,38.2
1955-04-01,44.2
1955-05-01,43.4
1955-06-01,38.3
1955-07-01,36.1
1955-08-01,36.4
1955-09-01,37.3
1955-10-01,34
1955-11-01,37.5
1955-12-01,35
1956-01-01,38.4
1956-02-01,35.9
1956-03-01,38.9
1956-04-01,37.3
1956-05-01,40.9
